2026-07-20T17:10:43.069107558Z [inf]  Starting Container
2026-07-20T17:25:16.677721304Z [inf]  2026-07-20T17:25:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26224 media=text
2026-07-20T17:25:16.677725248Z [inf]  2026-07-20T17:25:12+0000 | INFO     | aiogram.event | Update id=745899746 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:25:16.677729088Z [inf]  2026-07-20T17:25:12+0000 | INFO     | http | POST /webhook -> 200 (22.7ms)
2026-07-20T17:25:16.677733111Z [inf]  2026-07-20T17:25:16+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899747
2026-07-20T17:25:16.677736463Z [inf]  2026-07-20T17:25:16+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26225 media=other
2026-07-20T17:25:16.677741767Z [inf]  2026-07-20T17:25:16+0000 | INFO     | aiogram.event | Update id=745899747 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:25:16.677745359Z [inf]  2026-07-20T17:25:16+0000 | INFO     | http | POST /webhook -> 200 (25.9ms)
2026-07-20T17:25:20.587306797Z [inf]  2026-07-20T17:25:20+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26226 media=other
2026-07-20T17:25:20.587317780Z [inf]  2026-07-20T17:25:20+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899748
2026-07-20T17:25:20.587318270Z [inf]  2026-07-20T17:25:20+0000 | INFO     | aiogram.event | Update id=745899748 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:25:20.587323639Z [inf]  2026-07-20T17:25:20+0000 | INFO     | http | POST /webhook -> 200 (32.5ms)
2026-07-20T17:25:25.790521190Z [inf]  2026-07-20T17:25:25+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899749
2026-07-20T17:25:25.814916774Z [inf]  2026-07-20T17:25:25+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410850 media=text
2026-07-20T17:25:25.814919675Z [inf]  2026-07-20T17:25:25+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410848
2026-07-20T17:25:25.814922923Z [inf]  2026-07-20T17:25:25+0000 | INFO     | aiogram.event | Update id=745899749 is handled. Duration 22 ms by bot id=1162707887
2026-07-20T17:25:25.814927029Z [inf]  2026-07-20T17:25:25+0000 | INFO     | http | POST /webhook -> 200 (23.0ms)
2026-07-20T17:25:25.821630006Z [inf]  2026-07-20T17:25:25+0000 | INFO     | app.business.handlers | dot-save: message 1410848 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:25:35.141521678Z [inf]  2026-07-20T17:25:35+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899750
2026-07-20T17:25:35.156762115Z [inf]  2026-07-20T17:25:35+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410851 media=text
2026-07-20T17:25:35.158386704Z [inf]  2026-07-20T17:25:35+0000 | INFO     | aiogram.event | Update id=745899750 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:25:35.158391664Z [inf]  2026-07-20T17:25:35+0000 | INFO     | http | POST /webhook -> 200 (25.1ms)
2026-07-20T17:25:36.063839119Z [inf]  2026-07-20T17:25:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899751
2026-07-20T17:25:36.089066530Z [inf]  2026-07-20T17:25:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410852 media=text
2026-07-20T17:25:36.089072472Z [inf]  2026-07-20T17:25:36+0000 | INFO     | aiogram.event | Update id=745899751 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:25:36.089075759Z [inf]  2026-07-20T17:25:36+0000 | INFO     | http | POST /webhook -> 200 (21.9ms)
2026-07-20T17:25:56.089191699Z [inf]  2026-07-20T17:25:53+0000 | INFO     | http | POST /webhook -> 200 (41.1ms)
2026-07-20T17:25:56.089200710Z [inf]  2026-07-20T17:25:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899752
2026-07-20T17:25:56.089208857Z [inf]  2026-07-20T17:25:53+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7634527457 message_id=1017979 media=sticker
2026-07-20T17:25:56.089210720Z [inf]  2026-07-20T17:25:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899753
2026-07-20T17:25:56.089214736Z [inf]  2026-07-20T17:25:53+0000 | INFO     | aiogram.event | Update id=745899752 is handled. Duration 39 ms by bot id=1162707887
2026-07-20T17:25:56.089220010Z [inf]  2026-07-20T17:25:53+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410853 media=text
2026-07-20T17:25:56.089224485Z [inf]  2026-07-20T17:25:53+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410852
2026-07-20T17:25:56.089229310Z [inf]  2026-07-20T17:25:53+0000 | INFO     | aiogram.event | Update id=745899753 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:25:56.089234079Z [inf]  2026-07-20T17:25:53+0000 | INFO     | http | POST /webhook -> 200 (26.8ms)
2026-07-20T17:25:56.089237873Z [inf]  2026-07-20T17:25:53+0000 | INFO     | app.business.handlers | dot-save: message 1410852 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:25:57.868504999Z [inf]  2026-07-20T17:25:57+0000 | INFO     | aiogram.event | Update id=745899754 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:25:57.868527564Z [inf]  2026-07-20T17:25:57+0000 | INFO     | http | POST /webhook -> 200 (26.3ms)
2026-07-20T17:25:57.868533008Z [inf]  2026-07-20T17:25:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899754
2026-07-20T17:25:57.868540539Z [inf]  2026-07-20T17:25:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410854 media=text
2026-07-20T17:25:58.932773030Z [inf]  2026-07-20T17:25:58+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899755
2026-07-20T17:25:58.932776953Z [inf]  2026-07-20T17:25:58+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7634527457 message_id=1017980 media=text
2026-07-20T17:25:58.932780496Z [inf]  2026-07-20T17:25:58+0000 | INFO     | aiogram.event | Update id=745899755 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:25:58.932785351Z [inf]  2026-07-20T17:25:58+0000 | INFO     | http | POST /webhook -> 200 (25.7ms)
2026-07-20T17:26:06.926562451Z [inf]  2026-07-20T17:26:06+0000 | INFO     | http | POST /webhook -> 200 (32.9ms)
2026-07-20T17:26:06.926632858Z [inf]  2026-07-20T17:26:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899756
2026-07-20T17:26:06.926641295Z [inf]  2026-07-20T17:26:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7634527457 message_id=1017981 media=text
2026-07-20T17:26:06.926645162Z [inf]  2026-07-20T17:26:06+0000 | INFO     | aiogram.event | Update id=745899756 is handled. Duration 31 ms by bot id=1162707887
2026-07-20T17:26:12.236898355Z [inf]  2026-07-20T17:26:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899757
2026-07-20T17:26:12.259034570Z [inf]  2026-07-20T17:26:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410855 media=text
2026-07-20T17:26:12.259039029Z [inf]  2026-07-20T17:26:12+0000 | INFO     | aiogram.event | Update id=745899757 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:26:12.259042112Z [inf]  2026-07-20T17:26:12+0000 | INFO     | http | POST /webhook -> 200 (25.1ms)
2026-07-20T17:26:12.907187609Z [inf]  2026-07-20T17:26:12+0000 | INFO     | app.business.handlers | dot-save: message 26224 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:26:12.907287891Z [inf]  2026-07-20T17:26:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899758
2026-07-20T17:26:12.907291567Z [inf]  2026-07-20T17:26:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26227 media=text
2026-07-20T17:26:12.907296031Z [inf]  2026-07-20T17:26:12+0000 | INFO     | app.business.handlers | dot-save: triggered owner=8339035726 chat=94216436 reply_to=26224
2026-07-20T17:26:12.907301726Z [inf]  2026-07-20T17:26:12+0000 | INFO     | aiogram.event | Update id=745899758 is handled. Duration 130 ms by bot id=1162707887
2026-07-20T17:26:12.907306653Z [inf]  2026-07-20T17:26:12+0000 | INFO     | http | POST /webhook -> 200 (130.9ms)
2026-07-20T17:26:14.973438609Z [inf]  2026-07-20T17:26:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899759
2026-07-20T17:26:14.973442777Z [inf]  2026-07-20T17:26:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017993 media=text
2026-07-20T17:26:14.973449643Z [inf]  2026-07-20T17:26:14+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1017962
2026-07-20T17:26:14.973452817Z [inf]  2026-07-20T17:26:14+0000 | INFO     | aiogram.event | Update id=745899759 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:26:14.973455723Z [inf]  2026-07-20T17:26:14+0000 | INFO     | http | POST /webhook -> 200 (25.3ms)
2026-07-20T17:26:14.973458972Z [inf]  2026-07-20T17:26:14+0000 | INFO     | app.business.handlers | dot-save: found photo file_id=AgACAgIAAxkBAAEPiGpq…
2026-07-20T17:26:14.973461926Z [inf]  2026-07-20T17:26:14+0000 | INFO     | app.business.handlers | dot-save: photo is regular media (bot_api ok) — skipping silently
2026-07-20T17:26:16.971629850Z [inf]  2026-07-20T17:26:16+0000 | INFO     | aiogram.event | Update id=745899760 is handled. Duration 36 ms by bot id=1162707887
2026-07-20T17:26:16.971642986Z [inf]  2026-07-20T17:26:16+0000 | INFO     | http | POST /webhook -> 200 (41.9ms)
2026-07-20T17:26:16.971717296Z [inf]  2026-07-20T17:26:16+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899760
2026-07-20T17:26:16.971720348Z [inf]  2026-07-20T17:26:16+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017994 media=text
2026-07-20T17:26:17.288731083Z [inf]  2026-07-20T17:26:17+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899761
2026-07-20T17:26:17.304291509Z [inf]  2026-07-20T17:26:17+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26228 media=text
2026-07-20T17:26:17.311489245Z [inf]  2026-07-20T17:26:17+0000 | INFO     | aiogram.event | Update id=745899761 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:26:17.311494880Z [inf]  2026-07-20T17:26:17+0000 | INFO     | http | POST /webhook -> 200 (22.0ms)
2026-07-20T17:26:19.363248607Z [inf]  2026-07-20T17:26:19+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899762
2026-07-20T17:26:19.364921715Z [inf]  2026-07-20T17:26:19+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017995 media=text
2026-07-20T17:26:19.370595652Z [inf]  2026-07-20T17:26:19+0000 | INFO     | aiogram.event | Update id=745899762 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:26:19.370607096Z [inf]  2026-07-20T17:26:19+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:26:25.203102316Z [inf]  2026-07-20T17:26:25+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899763
2026-07-20T17:26:25.215921398Z [inf]  2026-07-20T17:26:25+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1017996 media=text
2026-07-20T17:26:25.222756772Z [inf]  2026-07-20T17:26:25+0000 | INFO     | aiogram.event | Update id=745899763 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:26:25.222761467Z [inf]  2026-07-20T17:26:25+0000 | INFO     | http | POST /webhook -> 200 (24.0ms)
2026-07-20T17:26:25.666241426Z [inf]  2026-07-20T17:26:25+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899764
2026-07-20T17:26:26.069473695Z [inf]  2026-07-20T17:26:25+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26229 media=sticker
2026-07-20T17:26:26.069478003Z [inf]  2026-07-20T17:26:25+0000 | INFO     | aiogram.event | Update id=745899764 is handled. Duration 43 ms by bot id=1162707887
2026-07-20T17:26:26.069482145Z [inf]  2026-07-20T17:26:25+0000 | INFO     | http | POST /webhook -> 200 (44.0ms)
2026-07-20T17:26:45.775109561Z [inf]  2026-07-20T17:26:38+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899765
2026-07-20T17:26:45.775115898Z [inf]  2026-07-20T17:26:38+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26230 media=sticker
2026-07-20T17:26:45.775119549Z [inf]  2026-07-20T17:26:39+0000 | INFO     | aiogram.event | Update id=745899765 is handled. Duration 982 ms by bot id=1162707887
2026-07-20T17:26:45.775122813Z [inf]  2026-07-20T17:26:39+0000 | INFO     | http | POST /webhook -> 200 (983.5ms)
2026-07-20T17:27:05.837120130Z [inf]  2026-07-20T17:27:05+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899766
2026-07-20T17:27:05.837123968Z [inf]  2026-07-20T17:27:05+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410856 media=text
2026-07-20T17:27:05.837128251Z [inf]  2026-07-20T17:27:05+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410854
2026-07-20T17:27:05.837132579Z [inf]  2026-07-20T17:27:05+0000 | INFO     | aiogram.event | Update id=745899766 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:27:05.837136395Z [inf]  2026-07-20T17:27:05+0000 | INFO     | http | POST /webhook -> 200 (22.7ms)
2026-07-20T17:27:05.837142140Z [inf]  2026-07-20T17:27:05+0000 | INFO     | app.business.handlers | dot-save: message 1410854 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:27:35.833513613Z [inf]  2026-07-20T17:27:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899767
2026-07-20T17:27:35.833518351Z [inf]  2026-07-20T17:27:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410857 media=text
2026-07-20T17:27:35.833522172Z [inf]  2026-07-20T17:27:29+0000 | INFO     | aiogram.event | Update id=745899767 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:27:35.833525359Z [inf]  2026-07-20T17:27:29+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-20T17:28:45.938253410Z [inf]  2026-07-20T17:28:39+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899768
2026-07-20T17:28:45.938257267Z [inf]  2026-07-20T17:28:39+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410858 media=text
2026-07-20T17:28:45.938260361Z [inf]  2026-07-20T17:28:39+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410857
2026-07-20T17:28:45.938263546Z [inf]  2026-07-20T17:28:39+0000 | INFO     | aiogram.event | Update id=745899768 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:28:45.938266619Z [inf]  2026-07-20T17:28:39+0000 | INFO     | http | POST /webhook -> 200 (24.8ms)
2026-07-20T17:28:45.938269669Z [inf]  2026-07-20T17:28:39+0000 | INFO     | app.business.handlers | dot-save: message 1410857 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:28:45.938272681Z [inf]  2026-07-20T17:28:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899769
2026-07-20T17:28:45.938275802Z [inf]  2026-07-20T17:28:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410859 media=text
2026-07-20T17:28:45.938279802Z [inf]  2026-07-20T17:28:40+0000 | INFO     | aiogram.event | Update id=745899769 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:28:45.938284077Z [inf]  2026-07-20T17:28:40+0000 | INFO     | http | POST /webhook -> 200 (28.6ms)
2026-07-20T17:29:16.345270983Z [inf]  2026-07-20T17:29:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899770
2026-07-20T17:29:16.345278518Z [inf]  2026-07-20T17:29:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410860 media=text
2026-07-20T17:29:16.345283125Z [inf]  2026-07-20T17:29:06+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410859
2026-07-20T17:29:16.345286925Z [inf]  2026-07-20T17:29:06+0000 | INFO     | aiogram.event | Update id=745899770 is handled. Duration 33 ms by bot id=1162707887
2026-07-20T17:29:16.345292229Z [inf]  2026-07-20T17:29:06+0000 | INFO     | http | POST /webhook -> 200 (35.0ms)
2026-07-20T17:29:16.345296673Z [inf]  2026-07-20T17:29:06+0000 | INFO     | app.business.handlers | dot-save: message 1410859 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:29:36.022418064Z [inf]  2026-07-20T17:29:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899771
2026-07-20T17:29:36.022421539Z [inf]  2026-07-20T17:29:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410861 media=text
2026-07-20T17:29:36.022426050Z [inf]  2026-07-20T17:29:29+0000 | INFO     | aiogram.event | Update id=745899771 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:29:36.022430216Z [inf]  2026-07-20T17:29:29+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-20T17:29:36.022433597Z [inf]  2026-07-20T17:29:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899772
2026-07-20T17:29:36.022439000Z [inf]  2026-07-20T17:29:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410862 media=text
2026-07-20T17:29:36.022442352Z [inf]  2026-07-20T17:29:30+0000 | INFO     | aiogram.event | Update id=745899772 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:29:36.022448276Z [inf]  2026-07-20T17:29:30+0000 | INFO     | http | POST /webhook -> 200 (21.9ms)
2026-07-20T17:29:36.022452122Z [inf]  2026-07-20T17:29:34+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899773
2026-07-20T17:29:36.022455679Z [inf]  2026-07-20T17:29:34+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410863 media=text
2026-07-20T17:29:36.022459086Z [inf]  2026-07-20T17:29:34+0000 | INFO     | aiogram.event | Update id=745899773 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:29:36.022462331Z [inf]  2026-07-20T17:29:34+0000 | INFO     | http | POST /webhook -> 200 (22.2ms)
2026-07-20T17:30:16.017423281Z [inf]  2026-07-20T17:30:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899774
2026-07-20T17:30:16.017427243Z [inf]  2026-07-20T17:30:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410864 media=text
2026-07-20T17:30:16.017430644Z [inf]  2026-07-20T17:30:06+0000 | INFO     | aiogram.event | Update id=745899774 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:30:16.017433873Z [inf]  2026-07-20T17:30:06+0000 | INFO     | http | POST /webhook -> 200 (31.0ms)
2026-07-20T17:30:16.017437141Z [inf]  2026-07-20T17:30:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899775
2026-07-20T17:30:16.017440313Z [inf]  2026-07-20T17:30:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2011422044 message_id=1452205 media=other
2026-07-20T17:30:16.017443282Z [inf]  2026-07-20T17:30:13+0000 | INFO     | aiogram.event | Update id=745899775 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:30:16.017447767Z [inf]  2026-07-20T17:30:13+0000 | INFO     | http | POST /webhook -> 200 (25.1ms)
2026-07-20T17:30:23.044494327Z [inf]  2026-07-20T17:30:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899776
2026-07-20T17:30:23.058585279Z [inf]  2026-07-20T17:30:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8584201737 message_id=26231 media=other
2026-07-20T17:30:23.065499515Z [inf]  2026-07-20T17:30:23+0000 | INFO     | aiogram.event | Update id=745899776 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:30:23.065502328Z [inf]  2026-07-20T17:30:23+0000 | INFO     | http | POST /webhook -> 200 (23.6ms)
2026-07-20T17:30:23.354232547Z [inf]  2026-07-20T17:30:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899777
2026-07-20T17:30:23.368268124Z [inf]  2026-07-20T17:30:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2011422044 message_id=1452206 media=text
2026-07-20T17:30:23.370378522Z [inf]  2026-07-20T17:30:23+0000 | INFO     | aiogram.event | Update id=745899777 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:30:23.370385621Z [inf]  2026-07-20T17:30:23+0000 | INFO     | http | POST /webhook -> 200 (22.5ms)
2026-07-20T17:30:25.921172280Z [inf]  2026-07-20T17:30:25+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899778
2026-07-20T17:30:25.921175829Z [inf]  2026-07-20T17:30:25+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2011422044 message_id=1452207 media=text
2026-07-20T17:30:25.921179179Z [inf]  2026-07-20T17:30:25+0000 | INFO     | aiogram.event | Update id=745899778 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:30:25.921182676Z [inf]  2026-07-20T17:30:25+0000 | INFO     | http | POST /webhook -> 200 (26.4ms)
2026-07-20T17:30:30.039426154Z [inf]  2026-07-20T17:30:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899779
2026-07-20T17:30:30.062104916Z [inf]  2026-07-20T17:30:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8584201737 message_id=26232 media=other
2026-07-20T17:30:30.062110745Z [inf]  2026-07-20T17:30:30+0000 | INFO     | aiogram.event | Update id=745899779 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:30:30.062115614Z [inf]  2026-07-20T17:30:30+0000 | INFO     | http | POST /webhook -> 200 (21.9ms)
2026-07-20T17:30:33.520992207Z [inf]  2026-07-20T17:30:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899780
2026-07-20T17:30:33.544101244Z [inf]  2026-07-20T17:30:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410866 media=text
2026-07-20T17:30:33.544108044Z [inf]  2026-07-20T17:30:33+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410864
2026-07-20T17:30:33.549520739Z [inf]  2026-07-20T17:30:33+0000 | INFO     | aiogram.event | Update id=745899780 is handled. Duration 29 ms by bot id=1162707887
2026-07-20T17:30:33.549524217Z [inf]  2026-07-20T17:30:33+0000 | INFO     | http | POST /webhook -> 200 (30.8ms)
2026-07-20T17:30:33.561841243Z [inf]  2026-07-20T17:30:33+0000 | INFO     | app.business.handlers | dot-save: message 1410864 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:30:42.226123334Z [inf]  2026-07-20T17:30:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899781
2026-07-20T17:30:42.226126635Z [inf]  2026-07-20T17:30:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410867 media=text
2026-07-20T17:30:42.226130056Z [inf]  2026-07-20T17:30:42+0000 | INFO     | aiogram.event | Update id=745899781 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:30:42.226133509Z [inf]  2026-07-20T17:30:42+0000 | INFO     | http | POST /webhook -> 200 (25.3ms)
2026-07-20T17:30:42.575117093Z [inf]  2026-07-20T17:30:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899782
2026-07-20T17:30:42.582114678Z [inf]  2026-07-20T17:30:42+0000 | INFO     | app.services.message_service | Recorded edit for chat_id=8584201737 message_id=26231 (edit #1)
2026-07-20T17:30:43.241099327Z [inf]  2026-07-20T17:30:43+0000 | INFO     | aiogram.event | Update id=745899782 is handled. Duration 514 ms by bot id=1162707887
2026-07-20T17:30:43.241103173Z [inf]  2026-07-20T17:30:43+0000 | INFO     | http | POST /webhook -> 200 (515.7ms)
2026-07-20T17:30:47.276326458Z [inf]  2026-07-20T17:30:47+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899783
2026-07-20T17:30:47.301935763Z [inf]  2026-07-20T17:30:47+0000 | INFO     | app.services.message_service | Recorded edit for chat_id=8584201737 message_id=26232 (edit #1)
2026-07-20T17:30:47.472781436Z [inf]  2026-07-20T17:30:47+0000 | INFO     | aiogram.event | Update id=745899783 is handled. Duration 208 ms by bot id=1162707887
2026-07-20T17:30:47.472784855Z [inf]  2026-07-20T17:30:47+0000 | INFO     | http | POST /webhook -> 200 (210.5ms)
2026-07-20T17:30:57.378485183Z [inf]  2026-07-20T17:30:57+0000 | INFO     | aiogram.event | Update id=745899784 is handled. Duration 53 ms by bot id=1162707887
2026-07-20T17:30:57.378490548Z [inf]  2026-07-20T17:30:57+0000 | INFO     | http | POST /webhook -> 200 (54.6ms)
2026-07-20T17:30:57.378506310Z [inf]  2026-07-20T17:30:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899784
2026-07-20T17:30:57.378515902Z [inf]  2026-07-20T17:30:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410868 media=text
2026-07-20T17:31:37.005328755Z [inf]  2026-07-20T17:31:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899785
2026-07-20T17:31:37.005333648Z [inf]  2026-07-20T17:31:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7835324761 message_id=1452208 media=text
2026-07-20T17:31:37.005336831Z [inf]  2026-07-20T17:31:30+0000 | INFO     | aiogram.event | Update id=745899785 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:31:37.005339751Z [inf]  2026-07-20T17:31:30+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-20T17:31:41.759042859Z [inf]  2026-07-20T17:31:41+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899786
2026-07-20T17:31:41.779769450Z [inf]  2026-07-20T17:31:41+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410869 media=text
2026-07-20T17:31:41.786356557Z [inf]  2026-07-20T17:31:41+0000 | INFO     | aiogram.event | Update id=745899786 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:31:41.786361269Z [inf]  2026-07-20T17:31:41+0000 | INFO     | http | POST /webhook -> 200 (25.7ms)
2026-07-20T17:31:48.755491928Z [inf]  2026-07-20T17:31:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899787
2026-07-20T17:31:48.755494908Z [inf]  2026-07-20T17:31:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410870 media=text
2026-07-20T17:31:48.755498485Z [inf]  2026-07-20T17:31:48+0000 | INFO     | aiogram.event | Update id=745899787 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:31:48.755502283Z [inf]  2026-07-20T17:31:48+0000 | INFO     | http | POST /webhook -> 200 (23.8ms)
2026-07-20T17:31:58.180884045Z [inf]  2026-07-20T17:31:58+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899788
