2026-07-23T14:39:30.392088058Z [inf]  Starting Container
2026-07-23T14:45:41.652724060Z [inf]  2026-07-23T14:45:34+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924148
2026-07-23T14:45:41.652731417Z [inf]  2026-07-23T14:45:34+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022379 media=text
2026-07-23T14:45:41.652737785Z [inf]  2026-07-23T14:45:34+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022377
2026-07-23T14:45:41.652744071Z [inf]  2026-07-23T14:45:34+0000 | INFO     | aiogram.event | Update id=745924148 is handled. Duration 41 ms by bot id=1162707887
2026-07-23T14:45:41.652751974Z [inf]  2026-07-23T14:45:34+0000 | INFO     | http | POST /webhook -> 200 (44.3ms)
2026-07-23T14:45:41.652758244Z [inf]  2026-07-23T14:45:34+0000 | INFO     | app.business.handlers | dot-save: message 1022377 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:45:41.652764517Z [inf]  2026-07-23T14:45:35+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924149
2026-07-23T14:45:41.652770652Z [inf]  2026-07-23T14:45:35+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784672 media=text
2026-07-23T14:45:41.652779832Z [inf]  2026-07-23T14:45:35+0000 | INFO     | aiogram.event | Update id=745924149 is handled. Duration 41 ms by bot id=1162707887
2026-07-23T14:45:41.652862877Z [inf]  2026-07-23T14:45:36+0000 | INFO     | aiogram.event | Update id=745924150 is handled. Duration 41 ms by bot id=1162707887
2026-07-23T14:45:41.652876524Z [inf]  2026-07-23T14:45:35+0000 | INFO     | http | POST /webhook -> 200 (47.1ms)
2026-07-23T14:45:41.652888435Z [inf]  2026-07-23T14:45:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924150
2026-07-23T14:45:41.652896087Z [inf]  2026-07-23T14:45:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784673 media=text
2026-07-23T14:45:42.660655382Z [inf]  2026-07-23T14:45:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924151
2026-07-23T14:45:42.660906866Z [inf]  2026-07-23T14:45:36+0000 | INFO     | http | POST /webhook -> 200 (44.9ms)
2026-07-23T14:45:42.661503094Z [inf]  2026-07-23T14:45:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022380 media=text
2026-07-23T14:45:42.661512156Z [inf]  2026-07-23T14:45:36+0000 | INFO     | aiogram.event | Update id=745924151 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:45:42.661524297Z [inf]  2026-07-23T14:45:36+0000 | INFO     | http | POST /webhook -> 200 (30.8ms)
2026-07-23T14:45:42.661531486Z [inf]  2026-07-23T14:45:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924152
2026-07-23T14:45:42.661537904Z [inf]  2026-07-23T14:45:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022381 media=text
2026-07-23T14:45:42.661544032Z [inf]  2026-07-23T14:45:40+0000 | INFO     | aiogram.event | Update id=745924152 is handled. Duration 37 ms by bot id=1162707887
2026-07-23T14:45:42.661549710Z [inf]  2026-07-23T14:45:40+0000 | INFO     | http | POST /webhook -> 200 (39.1ms)
2026-07-23T14:45:44.644579166Z [inf]  2026-07-23T14:45:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924153
2026-07-23T14:45:44.644587924Z [inf]  2026-07-23T14:45:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022382 media=text
2026-07-23T14:45:44.644596500Z [inf]  2026-07-23T14:45:44+0000 | INFO     | aiogram.event | Update id=745924153 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:45:44.644604356Z [inf]  2026-07-23T14:45:44+0000 | INFO     | http | POST /webhook -> 200 (27.3ms)
2026-07-23T14:45:45.803949338Z [inf]  2026-07-23T14:45:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924154
2026-07-23T14:45:45.803955225Z [inf]  2026-07-23T14:45:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022383 media=text
2026-07-23T14:45:45.803960349Z [inf]  2026-07-23T14:45:44+0000 | INFO     | aiogram.event | Update id=745924154 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:45:45.803966448Z [inf]  2026-07-23T14:45:44+0000 | INFO     | http | POST /webhook -> 200 (33.0ms)
2026-07-23T14:45:49.600201780Z [inf]  2026-07-23T14:45:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924155
2026-07-23T14:45:49.600206466Z [inf]  2026-07-23T14:45:49+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022384 media=text
2026-07-23T14:45:49.600211604Z [inf]  2026-07-23T14:45:49+0000 | INFO     | aiogram.event | Update id=745924155 is handled. Duration 41 ms by bot id=1162707887
2026-07-23T14:45:49.600216142Z [inf]  2026-07-23T14:45:49+0000 | INFO     | http | POST /webhook -> 200 (46.3ms)
2026-07-23T14:45:52.865830303Z [inf]  2026-07-23T14:45:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924156
2026-07-23T14:45:52.865849774Z [inf]  2026-07-23T14:45:52+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022385 media=text
2026-07-23T14:45:52.865859521Z [inf]  2026-07-23T14:45:52+0000 | INFO     | aiogram.event | Update id=745924156 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T14:45:52.865868522Z [inf]  2026-07-23T14:45:52+0000 | INFO     | http | POST /webhook -> 200 (36.9ms)
2026-07-23T14:45:53.579381136Z [inf]  2026-07-23T14:45:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924157
2026-07-23T14:45:53.579387192Z [inf]  2026-07-23T14:45:53+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784674 media=text
2026-07-23T14:45:53.579394983Z [inf]  2026-07-23T14:45:53+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784672
2026-07-23T14:45:53.579402242Z [inf]  2026-07-23T14:45:53+0000 | INFO     | aiogram.event | Update id=745924157 is handled. Duration 25 ms by bot id=1162707887
2026-07-23T14:45:53.579410478Z [inf]  2026-07-23T14:45:53+0000 | INFO     | http | POST /webhook -> 200 (26.9ms)
2026-07-23T14:45:53.579418129Z [inf]  2026-07-23T14:45:53+0000 | INFO     | app.business.handlers | dot-save: message 784672 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:45:55.679295670Z [inf]  2026-07-23T14:45:55+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924158
2026-07-23T14:45:55.679309194Z [inf]  2026-07-23T14:45:55+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022386 media=sticker
2026-07-23T14:45:55.679317566Z [inf]  2026-07-23T14:45:55+0000 | INFO     | aiogram.event | Update id=745924158 is handled. Duration 30 ms by bot id=1162707887
2026-07-23T14:45:55.679324020Z [inf]  2026-07-23T14:45:55+0000 | INFO     | http | POST /webhook -> 200 (31.2ms)
2026-07-23T14:45:56.844001887Z [inf]  2026-07-23T14:45:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924159
2026-07-23T14:45:56.844011584Z [inf]  2026-07-23T14:45:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784675 media=text
2026-07-23T14:45:56.844019862Z [inf]  2026-07-23T14:45:56+0000 | INFO     | aiogram.event | Update id=745924159 is handled. Duration 37 ms by bot id=1162707887
2026-07-23T14:45:56.844026632Z [inf]  2026-07-23T14:45:56+0000 | INFO     | http | POST /webhook -> 200 (40.0ms)
2026-07-23T14:46:00.190820183Z [inf]  2026-07-23T14:45:59+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924160
2026-07-23T14:46:00.190825723Z [inf]  2026-07-23T14:45:59+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022387 media=text
2026-07-23T14:46:00.190830624Z [inf]  2026-07-23T14:45:59+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022382
2026-07-23T14:46:00.190837127Z [inf]  2026-07-23T14:45:59+0000 | INFO     | aiogram.event | Update id=745924160 is handled. Duration 27 ms by bot id=1162707887
2026-07-23T14:46:00.190843641Z [inf]  2026-07-23T14:45:59+0000 | INFO     | http | POST /webhook -> 200 (29.3ms)
2026-07-23T14:46:00.190849418Z [inf]  2026-07-23T14:45:59+0000 | INFO     | app.business.handlers | dot-save: message 1022382 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:46:04.761912174Z [inf]  2026-07-23T14:46:04+0000 | INFO     | app.business.handlers | dot-save: message 1022385 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:46:04.761997010Z [inf]  2026-07-23T14:46:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924161
2026-07-23T14:46:04.762003887Z [inf]  2026-07-23T14:46:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022388 media=text
2026-07-23T14:46:04.762008819Z [inf]  2026-07-23T14:46:04+0000 | INFO     | app.business.handlers | dot-save: triggered owner=6731288454 chat=7525787284 reply_to=1022385
2026-07-23T14:46:04.762014076Z [inf]  2026-07-23T14:46:04+0000 | INFO     | aiogram.event | Update id=745924161 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:46:04.762018514Z [inf]  2026-07-23T14:46:04+0000 | INFO     | http | POST /webhook -> 200 (30.1ms)
2026-07-23T14:46:09.010845780Z [inf]  2026-07-23T14:46:08+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924162
2026-07-23T14:46:09.010848892Z [inf]  2026-07-23T14:46:08+0000 | INFO     | aiogram.event | Update id=745924162 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:46:09.010853455Z [inf]  2026-07-23T14:46:08+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784676 media=text
2026-07-23T14:46:09.010856247Z [inf]  2026-07-23T14:46:08+0000 | INFO     | http | POST /webhook -> 200 (30.4ms)
2026-07-23T14:46:11.974485272Z [inf]  2026-07-23T14:46:11+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924163
2026-07-23T14:46:11.974490720Z [inf]  2026-07-23T14:46:11+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784677 media=text
2026-07-23T14:46:11.974497423Z [inf]  2026-07-23T14:46:11+0000 | INFO     | aiogram.event | Update id=745924163 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:46:11.974503532Z [inf]  2026-07-23T14:46:11+0000 | INFO     | http | POST /webhook -> 200 (30.8ms)
2026-07-23T14:46:20.073985660Z [inf]  2026-07-23T14:46:19+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924164
2026-07-23T14:46:20.073990410Z [inf]  2026-07-23T14:46:19+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924165
2026-07-23T14:46:20.073994790Z [inf]  2026-07-23T14:46:19+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=1030385 media=text
2026-07-23T14:46:20.073999764Z [inf]  2026-07-23T14:46:19+0000 | INFO     | aiogram.event | Update id=745924164 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:46:20.074004428Z [inf]  2026-07-23T14:46:19+0000 | INFO     | http | POST /webhook -> 200 (33.8ms)
2026-07-23T14:46:20.074008380Z [inf]  2026-07-23T14:46:19+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=566188 media=text
2026-07-23T14:46:20.074012664Z [inf]  2026-07-23T14:46:19+0000 | INFO     | aiogram.event | Update id=745924165 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:46:20.074115443Z [inf]  2026-07-23T14:46:19+0000 | INFO     | http | POST /webhook -> 200 (35.1ms)
2026-07-23T14:46:29.280713652Z [inf]  2026-07-23T14:46:28+0000 | INFO     | aiogram.event | Update id=745924166 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:46:29.280726103Z [inf]  2026-07-23T14:46:28+0000 | INFO     | http | POST /webhook -> 200 (31.7ms)
2026-07-23T14:46:29.280821204Z [inf]  2026-07-23T14:46:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924166
2026-07-23T14:46:29.280834821Z [inf]  2026-07-23T14:46:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022389 media=text
2026-07-23T14:46:30.560955325Z [inf]  2026-07-23T14:46:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924167
2026-07-23T14:46:30.560961718Z [inf]  2026-07-23T14:46:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=676809027 message_id=1097327 media=text
2026-07-23T14:46:30.560968340Z [inf]  2026-07-23T14:46:29+0000 | INFO     | aiogram.event | Update id=745924167 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:46:30.560976071Z [inf]  2026-07-23T14:46:29+0000 | INFO     | http | POST /webhook -> 200 (33.0ms)
2026-07-23T14:46:30.560982439Z [inf]  2026-07-23T14:46:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924168
2026-07-23T14:46:30.560990209Z [inf]  2026-07-23T14:46:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=676809027 message_id=1097328 media=text
2026-07-23T14:46:30.560997852Z [inf]  2026-07-23T14:46:29+0000 | INFO     | aiogram.event | Update id=745924168 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:46:30.561010528Z [inf]  2026-07-23T14:46:29+0000 | INFO     | http | POST /webhook -> 200 (29.9ms)
2026-07-23T14:46:34.184991969Z [inf]  2026-07-23T14:46:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924169
2026-07-23T14:46:34.184995618Z [inf]  2026-07-23T14:46:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1022390 media=text
2026-07-23T14:46:34.185006928Z [inf]  2026-07-23T14:46:33+0000 | INFO     | aiogram.event | Update id=745924169 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:46:34.185015144Z [inf]  2026-07-23T14:46:33+0000 | INFO     | aiogram.event | Update id=745924170 is handled. Duration 29 ms by bot id=1162707887
2026-07-23T14:46:34.185017891Z [inf]  2026-07-23T14:46:33+0000 | INFO     | http | POST /webhook -> 200 (28.9ms)
2026-07-23T14:46:34.185027165Z [inf]  2026-07-23T14:46:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924170
2026-07-23T14:46:34.185032072Z [inf]  2026-07-23T14:46:33+0000 | INFO     | http | POST /webhook -> 200 (33.0ms)
2026-07-23T14:46:34.185036669Z [inf]  2026-07-23T14:46:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784678 media=text
2026-07-23T14:46:38.557806424Z [inf]  2026-07-23T14:46:37+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924171
2026-07-23T14:46:38.557814926Z [inf]  2026-07-23T14:46:37+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784679 media=text
2026-07-23T14:46:38.557821997Z [inf]  2026-07-23T14:46:37+0000 | INFO     | app.business.handlers | dot-save: triggered owner=2040216796 chat=864974709 reply_to=784676
2026-07-23T14:46:38.557829476Z [inf]  2026-07-23T14:46:37+0000 | INFO     | aiogram.event | Update id=745924171 is handled. Duration 31 ms by bot id=1162707887
2026-07-23T14:46:38.557836237Z [inf]  2026-07-23T14:46:37+0000 | INFO     | http | POST /webhook -> 200 (34.3ms)
2026-07-23T14:46:38.557843429Z [inf]  2026-07-23T14:46:37+0000 | INFO     | app.business.handlers | dot-save: message 784676 is non-media (type=MediaType.TEXT) — skipping
2026-07-23T14:46:39.623540292Z [inf]  2026-07-23T14:46:38+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924172
2026-07-23T14:46:39.623545396Z [inf]  2026-07-23T14:46:38+0000 | INFO     | app.services.message_service | Stored new business message chat_id=676809027 message_id=1097329 media=text
2026-07-23T14:46:39.623550239Z [inf]  2026-07-23T14:46:38+0000 | INFO     | aiogram.event | Update id=745924172 is handled. Duration 26 ms by bot id=1162707887
2026-07-23T14:46:39.623554433Z [inf]  2026-07-23T14:46:38+0000 | INFO     | http | POST /webhook -> 200 (29.2ms)
2026-07-23T14:46:59.787023614Z [inf]  2026-07-23T14:46:59+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924173
2026-07-23T14:46:59.787030942Z [inf]  2026-07-23T14:46:59+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784680 media=text
2026-07-23T14:46:59.787038601Z [inf]  2026-07-23T14:46:59+0000 | INFO     | aiogram.event | Update id=745924173 is handled. Duration 25 ms by bot id=1162707887
2026-07-23T14:46:59.787044923Z [inf]  2026-07-23T14:46:59+0000 | INFO     | http | POST /webhook -> 200 (27.0ms)
2026-07-23T14:47:08.410794392Z [inf]  2026-07-23T14:47:07+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924174
2026-07-23T14:47:08.410800885Z [inf]  2026-07-23T14:47:07+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784681 media=text
2026-07-23T14:47:08.410819300Z [inf]  2026-07-23T14:47:07+0000 | INFO     | aiogram.event | Update id=745924174 is handled. Duration 38 ms by bot id=1162707887
2026-07-23T14:47:08.410826768Z [inf]  2026-07-23T14:47:07+0000 | INFO     | http | POST /webhook -> 200 (40.7ms)
2026-07-23T14:47:08.410831942Z [inf]  2026-07-23T14:47:07+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924175
2026-07-23T14:47:08.410836325Z [inf]  2026-07-23T14:47:07+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1433236745 message_id=357066 media=video_note
2026-07-23T14:47:08.410840759Z [inf]  2026-07-23T14:47:07+0000 | INFO     | aiogram.event | Update id=745924175 is handled. Duration 35 ms by bot id=1162707887
2026-07-23T14:47:08.410847406Z [inf]  2026-07-23T14:47:07+0000 | INFO     | http | POST /webhook -> 200 (36.8ms)
2026-07-23T14:47:14.497342699Z [inf]  2026-07-23T14:47:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784682 media=text
2026-07-23T14:47:14.497354962Z [inf]  2026-07-23T14:47:14+0000 | INFO     | aiogram.event | Update id=745924176 is handled. Duration 24 ms by bot id=1162707887
2026-07-23T14:47:14.497371690Z [inf]  2026-07-23T14:47:14+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-23T14:47:14.497418370Z [inf]  2026-07-23T14:47:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924176
2026-07-23T14:47:18.701803938Z [inf]  2026-07-23T14:47:17+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924177
2026-07-23T14:47:18.701812234Z [inf]  2026-07-23T14:47:17+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784683 media=text
2026-07-23T14:47:18.701820384Z [inf]  2026-07-23T14:47:17+0000 | INFO     | aiogram.event | Update id=745924177 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:47:18.701830612Z [inf]  2026-07-23T14:47:17+0000 | INFO     | http | POST /webhook -> 200 (30.4ms)
2026-07-23T14:47:26.688946536Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924178
2026-07-23T14:47:26.688952647Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.services.message_service | Stored new business message chat_id=864974709 message_id=784684 media=text
2026-07-23T14:47:26.688959373Z [inf]  2026-07-23T14:47:26+0000 | INFO     | aiogram.event | Update id=745924178 is handled. Duration 27 ms by bot id=1162707887
2026-07-23T14:47:26.688965425Z [inf]  2026-07-23T14:47:26+0000 | INFO     | http | POST /webhook -> 200 (29.1ms)
2026-07-23T14:47:26.734271087Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924180
2026-07-23T14:47:26.734288097Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924179
2026-07-23T14:47:26.755490102Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=566191 media=text
2026-07-23T14:47:26.755498973Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.business.handlers | dot-save: triggered owner=1335699132 chat=6881815417 reply_to=566189
2026-07-23T14:47:26.755511819Z [inf]  2026-07-23T14:47:26+0000 | INFO     | aiogram.event | Update id=745924180 is handled. Duration 28 ms by bot id=1162707887
2026-07-23T14:47:26.755518011Z [inf]  2026-07-23T14:47:26+0000 | INFO     | http | POST /webhook -> 200 (29.9ms)
2026-07-23T14:47:26.760323923Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47689 media=text
2026-07-23T14:47:26.760330662Z [inf]  2026-07-23T14:47:26+0000 | INFO     | aiogram.event | Update id=745924179 is handled. Duration 32 ms by bot id=1162707887
2026-07-23T14:47:26.765189416Z [inf]  2026-07-23T14:47:26+0000 | INFO     | http | POST /webhook -> 200 (35.0ms)
2026-07-23T14:47:26.765196238Z [inf]  2026-07-23T14:47:26+0000 | INFO     | app.business.handlers | dot-save: reply_to=566189 not in DB (chat=6881815417) — skipping silently (bot-sent video or message received while offline)
2026-07-23T14:47:28.735156816Z [inf]  2026-07-23T14:47:28+0000 | INFO     | http | POST /webhook -> 200 (33.1ms)
2026-07-23T14:47:28.735171866Z [inf]  2026-07-23T14:47:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1335699132 message_id=47690 media=text
2026-07-23T14:47:28.735183794Z [inf]  2026-07-23T14:47:28+0000 | INFO     | aiogram.event | Update id=745924181 is handled. Duration 37 ms by bot id=1162707887
2026-07-23T14:47:28.735184839Z [inf]  2026-07-23T14:47:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924181
2026-07-23T14:47:28.735195143Z [inf]  2026-07-23T14:47:28+0000 | INFO     | http | POST /webhook -> 200 (40.9ms)
2026-07-23T14:47:28.735209078Z [inf]  2026-07-23T14:47:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745924182
2026-07-23T14:47:28.735220812Z [inf]  2026-07-23T14:47:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=6881815417 message_id=566192 media=text
2026-07-23T14:47:28.735231491Z [inf]  2026-07-23T14:47:28+0000 | INFO     | app.business.handlers | dot-save: triggered owner=1335699132 chat=6881815417 reply_to=566190
2026-07-23T14:47:28.735232610Z [inf]  2026-07-23T14:47:28+0000 | INFO     | app.business.handlers | dot-save: reply_to=566190 not in DB (chat=6881815417) — skipping silently (bot-sent video or message received while offline)
2026-07-23T14:47:28.735239689Z [inf]  2026-07-23T14:47:28+0000 | INFO     | aiogram.event | Update id=745924182 is handled. Duration 28 ms by bot id=1162707887
